intersect_bp,f_orig_query,f_match,f_unique_to_query,name,filename,md5
5270000.0,0.5285857572718154,1.0,0.5285857572718154,"CU928164.2 Escherichia coli IAI39 chromosome, complete genome",../database/genbank-k31.sbt.json,312d479a6ac8faeeeafc460f08abcd67
4930000.0,0.4944834503510532,0.4746450304259635,0.23470411233701102,"CP001855.1 Escherichia coli O83:H1 str. NRG 857C, complete genome",../database/genbank-k31.sbt.json,3f6082c99612ef0622995b4b5c5fdd22
1920000.0,0.19257773319959878,0.9696969696969697,0.19257773319959878,"CP000025.1 Campylobacter jejuni RM1221, complete genome",../database/genbank-k31.sbt.json,a38dd480662095f725894111f06057b3
1670000.0,0.1675025075225677,0.2634730538922156,0.044132397191574725,"FPEE01000083.1 Campylobacter jejuni isolate 11168H genome assembly, contig: scaffold68_size765, whole genome shotgun sequence",../database/genbank-k31.sbt.json,37369bda9c5cc7a52e74de091608d311
5150000.0,0.3440213760855043,0.998062015503876,0.3440213760855043,"CP012728.1 Bacillus anthracis strain PR10-4, complete genome",../database/genbank-k31.sbt.json,9c676987aacdf4b98f4a54a86ce81c09
4210000.0,0.28122912491649965,0.7626811594202898,0.28122912491649965,"MYIF01001000.1 Salmonella enterica strain BCW_5861 NODE_1000_length_300_cov_0.822222, whole genome shotgun sequence",../database/genbank-k31.sbt.json,2d316a43b5f41173c5d5cb9e5c4dc392
4190000.0,0.2798931195724783,0.7713717693836978,0.259185036740147,"BA000007.2 Escherichia coli O157:H7 str. Sakai DNA, complete genome",../database/genbank-k31.sbt.json,3a1b4e04038cd5886ba40c2ca8e166b9
1670000.0,0.11155644622578491,1.0,0.11155644622578491,"FPEE01000083.1 Campylobacter jejuni isolate 11168H genome assembly, contig: scaffold68_size765, whole genome shotgun sequence",../database/genbank-k31.sbt.json,37369bda9c5cc7a52e74de091608d311
4070000.0,0.27187708750835005,0.012244897959183673,0.004008016032064128,"MZNJ01000001.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO_STM3538 BCW_7502_1__paired__contig_1, whole genome shotgun sequence",../database/genbank-k31.sbt.json,908c1e7301363ef4ac5658d4f7650597
5150000.0,0.4733455882352941,0.998062015503876,0.4733455882352941,"CP012728.1 Bacillus anthracis strain PR10-4, complete genome",../database/genbank-k31.sbt.json,9c676987aacdf4b98f4a54a86ce81c09
4060000.0,0.37316176470588236,0.8285714285714286,0.37316176470588236,"MZNJ01000001.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO_STM3538 BCW_7502_1__paired__contig_1, whole genome shotgun sequence",../database/genbank-k31.sbt.json,908c1e7301363ef4ac5658d4f7650597
1670000.0,0.15349264705882354,1.0,0.15349264705882354,"FPEE01000083.1 Campylobacter jejuni isolate 11168H genome assembly, contig: scaffold68_size765, whole genome shotgun sequence",../database/genbank-k31.sbt.json,37369bda9c5cc7a52e74de091608d311
5150000.0,0.3440213760855043,0.998062015503876,0.3440213760855043,"CP012728.1 Bacillus anthracis strain PR10-4, complete genome",../database/genbank-k31.sbt.json,9c676987aacdf4b98f4a54a86ce81c09
4210000.0,0.28122912491649965,0.7626811594202898,0.28122912491649965,"MYIF01001000.1 Salmonella enterica strain BCW_5861 NODE_1000_length_300_cov_0.822222, whole genome shotgun sequence",../database/genbank-k31.sbt.json,2d316a43b5f41173c5d5cb9e5c4dc392
4190000.0,0.2798931195724783,0.7713717693836978,0.259185036740147,"BA000007.2 Escherichia coli O157:H7 str. Sakai DNA, complete genome",../database/genbank-k31.sbt.json,3a1b4e04038cd5886ba40c2ca8e166b9
1670000.0,0.11155644622578491,1.0,0.11155644622578491,"FPEE01000083.1 Campylobacter jejuni isolate 11168H genome assembly, contig: scaffold68_size765, whole genome shotgun sequence",../database/genbank-k31.sbt.json,37369bda9c5cc7a52e74de091608d311
4070000.0,0.27187708750835005,0.012244897959183673,0.004008016032064128,"MZNJ01000001.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO_STM3538 BCW_7502_1__paired__contig_1, whole genome shotgun sequence",../database/genbank-k31.sbt.json,908c1e7301363ef4ac5658d4f7650597
5270000.0,0.5285857572718154,1.0,0.5285857572718154,"CU928164.2 Escherichia coli IAI39 chromosome, complete genome",../database/genbank-k31.sbt.json,312d479a6ac8faeeeafc460f08abcd67
4930000.0,0.4944834503510532,0.4746450304259635,0.23470411233701102,"CP001855.1 Escherichia coli O83:H1 str. NRG 857C, complete genome",../database/genbank-k31.sbt.json,3f6082c99612ef0622995b4b5c5fdd22
1920000.0,0.19257773319959878,0.9696969696969697,0.19257773319959878,"CP000025.1 Campylobacter jejuni RM1221, complete genome",../database/genbank-k31.sbt.json,a38dd480662095f725894111f06057b3
1670000.0,0.1675025075225677,0.2634730538922156,0.044132397191574725,"FPEE01000083.1 Campylobacter jejuni isolate 11168H genome assembly, contig: scaffold68_size765, whole genome shotgun sequence",../database/genbank-k31.sbt.json,37369bda9c5cc7a52e74de091608d311
5330000.0,0.34950819672131145,1.0,0.34950819672131145,BX470251.1 Photorhabdus luminescens subsp. laumondii TTO1 complete genome,../database/genbank-k31.sbt.json,f38b30cc34c8341c45dde18e84fc1a4f
4190000.0,0.27475409836065573,1.0,0.27475409836065573,"CP001114.1 Deinococcus deserti VCD115, complete genome",../database/genbank-k31.sbt.json,e916a176f7035b4f1962c5c49e56818d
